Bill Date,PayInvoice ID,Bill Number,PurchaseOrder,Bill Status,Is Inclusive Tax,Submitted By,Approved By,Submitted Date,Approved Date,Vendor Name,Location ID,Location Name,Due Date,Currency Code,Exchange Rate,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Brand,Account,Description,Quantity,Usage unit,Line Item Location ID,Line Item Location Name,Rate,Purchase Receive Number,Purchase Order Number,Bill Receive Status,Manually Received Quantity,Customer Name,Tax ID,Tax Name,Tax Percentage,Tax Amount,Tax Type,Item Tax Authority,Is Landed Cost,Item Total,SubTotal,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Entity Discount Percent,Entity Discount Amount,Discount Account,Item Discount Account,Total,Balance,Adjustment,Adjustment Description,Vendor Notes,Terms & Conditions
2026-01-24,5623409000001254785,60019160,60019160,Overdue,false,,,,,Hampton – Goodwill of Central & Coastal Virginia,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Acoustimass Horizontal Cube Center Channel Speaker - Black,5623409000000102631,[OLD]-00959,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,6.00,USAV1447,60019160,,,,5623409000001216222,TBU (8.81%,8.810000,0.53,ItemAmount,TBU,false,6.00,16.00,entity_level,true,0.00,0.0,0.00,0.000,,,35.72,35.72,18.31,S&H,,
2026-01-24,5623409000001257045,18-14133-89081,18-14133-89081,Overdue,false,,,,,gobrettno1,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,29.99,USAV1431,18-14133-89081,,,,,,,,,,false,29.99,29.99,entity_level,true,0.00,0.0,0.00,0.000,,,38.43,38.43,8.44,S&H,,
2026-01-24,5623409000001257114,12-14142-44330,12-14142-44330,Overdue,false,,,,,jmkanz97,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,74.99,USAV1435,12-14142-44330,,,,,,,,,,false,74.99,74.99,entity_level,true,0.00,0.0,0.00,0.000,,,85.93,85.93,10.94,S&H,,
2026-01-24,5623409000001257183,12-14142-45125,12-14142-45125,Overdue,false,,,,,lheonlv,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,80.00,USAV1417,12-14142-45125,,,,,,,,,,false,80.00,80.00,entity_level,true,0.00,0.0,0.00,0.000,,,87.77,87.77,7.77,S&H,,
2026-01-24,5623409000001257254,23-14127-46555,23-14127-46555,Overdue,false,,,,,lockinix,5623409000000090078,Head Office,2026-01-24,USD,1.00,"Bose 251 Environmental Speakers, Premium Outdoor Speakers - Black",5623409000000222592,[OLD]-04757-Bk,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,300.00,USAV1446,23-14127-46555,,,,,,,,,,false,300.00,300.00,entity_level,true,0.00,0.0,0.00,0.000,,,329.01,329.01,29.01,S&H,,
2026-01-24,5623409000001257254,23-14127-46555,23-14127-46555,Overdue,false,,,,,lockinix,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Wall Mount Bracket for Black Bose 251 302A Speaker - Single,5623409000000223080,[OLD]-01754,,,,,,Inventory Asset,,2.00,pcs,5623409000000090078,Head Office,0.00,USAV1446,23-14127-46555,,,,,,,,,,false,0.00,300.00,entity_level,true,0.00,0.0,0.00,0.000,,,329.01,329.01,29.01,S&H,,
2026-01-24,5623409000001257339,01-14159-08276,01-14159-08276,Overdue,false,,,,,smardani,5623409000000090078,Head Office,2026-01-24,USD,1.00,"Bose 251 Environmental Speakers, Premium Outdoor Speakers - White",5623409000000222829,[OLD]-04757,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,400.00,USAV1433,01-14159-08276,,,,,,,,,,false,400.00,400.00,entity_level,true,0.00,0.0,0.00,0.000,,,400.00,400.00,0.00,S&H,,
2026-01-24,5623409000001257339,01-14159-08276,01-14159-08276,Overdue,false,,,,,smardani,5623409000000090078,Head Office,2026-01-24,USD,1.00,Bose Wall Mount Bracket for White Bose 251 302A Speaker - Single,5623409000000222816,[OLD]-01754-W,,,,,,Inventory Asset,,2.00,pcs,5623409000000090078,Head Office,0.00,USAV1433,01-14159-08276,,,,,,,,,,false,0.00,400.00,entity_level,true,0.00,0.0,0.00,0.000,,,400.00,400.00,0.00,S&H,,
2026-01-25,5623409000001257409,60090151,60090151,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose 3-2-1 or Cinemate Home Theater Satellite Speakers Graphite 321 (pair),5623409000000223246,[OLD]-00081,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,9.99,USAV1411,60090151,,,,5623409000000718145,TBU (10.01%),10.010000,1.00,ItemAmount,TBU,false,9.99,9.99,entity_level,true,0.00,0.0,0.00,0.000,,,25.28,25.28,14.29,S&H,,
2026-01-24,5623409000001257460,60090224,60090224,Overdue,false,,,,,"Goodwill Industries of West Michigan, Inc.",5623409000000090078,Head Office,2026-01-24,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,9.99,USAV1505,60090224,,,,5623409000000263443,TBU (7.71%),7.710000,0.77,ItemAmount,TBU,false,9.99,9.99,entity_level,true,0.00,0.0,0.00,0.000,,,25.98,25.98,15.22,S&H,,
2026-01-22,5623409000001262085,60057996,60057996,Overdue,false,,,,,"Goodwill Industries of SW Florida, Inc.",5623409000000090078,Head Office,2026-01-22,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,13.95,USAV1469,60057996,,,,5623409000001262055,TBU (10.25%),10.250000,1.43,ItemAmount,TBU,false,13.95,13.95,entity_level,true,0.00,0.0,0.00,0.000,,,59.62,59.62,44.24,S&H,,
2026-01-22,5623409000001262144,60058071,60058071,Overdue,false,,,,,Goodwill Industries of the Inland Northwest,5623409000000090078,Head Office,2026-01-22,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,2.00,PAIR,5623409000000090078,Head Office,55.00,USAV1438,60058071,,,,5623409000000259026,TUB,7.750000,8.53,ItemAmount,TBU,false,110.00,110.00,entity_level,true,0.00,0.0,0.00,0.000,,,130.63,130.63,12.10,S&H,,
2026-01-25,5623409000001262201,60115273,60115273,Overdue,false,,,,,"Goodwill Industries of Middle Tennessee, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,Factory-renewed Bose VCS-10 Center Channel Speaker - Black,5623409000000144317,[OLD]-01279,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,29.99,USAV1538,60115273,,,,5623409000000301128,TBU (8.5%),8.500000,2.55,ItemAmount,TBU,false,29.99,29.99,entity_level,true,0.00,0.0,0.00,0.000,,,49.32,49.32,16.78,S&H,,
2026-01-25,5623409000001262285,60115290,60115290,Overdue,false,,,,,Goodwill Industries of the Southern Rivers,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Acoustimass 10 Series IV Subwoofer (Black),5623409000000234960,[OLD]-01215,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,39.99,USAV1497,60115290,,,,5623409000000259026,TUB,7.750000,3.10,ItemAmount,TBU,false,39.99,39.99,entity_level,true,0.00,0.0,0.00,0.000,,,103.14,103.14,60.05,S&H,,
2026-01-25,5623409000001262328,60115373,60115373,Overdue,false,,,,,Goodwill Industries of South Florida,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Subwoofer for Bose CineMate 10 15,5623409000001262238,[OLD]-04747,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,12.99,USAV1496,60115373,,,,5623409000000260196,TBU (10.78%),10.780000,1.40,ItemAmount,TBU,false,12.99,12.99,entity_level,true,0.00,0.0,0.00,0.000,,,63.44,63.44,49.05,S&H,,
2026-01-25,5623409000001262385,60066315,60066315,Overdue,false,,,,,Goodwill of Colorado,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose 3-2-1 or Cinemate Home Theater Satellite Speakers Graphite 321 (pair),5623409000000223246,[OLD]-00081,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,11.99,USAV1472,60066315,,,,5623409000000260231,TBU (10.34%),10.340000,1.24,ItemAmount,TBU,false,11.99,11.99,entity_level,true,0.00,0.0,0.00,0.000,,,27.96,27.96,14.73,S&H,,
2026-01-25,5623409000001262455,60115333,60115333,Overdue,false,,,,,Goodwill of North Georgia,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Lifestyle PS 28 III Subwoofer Dual Voltage Black),5623409000001262422,[OLD]-01886-Bk,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,57.99,USAV1564,60115333,,,,5623409000000286032,TBU (8.02%),8.020000,4.65,ItemAmount,TBU,false,57.99,57.99,entity_level,true,0.00,0.0,0.00,0.000,,,97.88,97.88,35.24,S&H,,
2026-01-25,5623409000001262514,60115349,60115349,Overdue,false,,,,,Goodwill of the Olympics and Rainier Region,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose 321 or CineMate GS Gemstone Speakers - Pair,5623409000000223219,[OLD]-00080,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,28.00,USAV1468,60115349,,,,5623409000000270562,TBU (7.74%),7.740000,2.17,ItemAmount,TBU,false,28.00,49.98,entity_level,true,0.00,0.0,0.00,0.000,,,53.86,53.86,0.01,S&H,,
2026-01-25,5623409000001262514,60115349,60115349,Overdue,false,,,,,Goodwill of the Olympics and Rainier Region,5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose Remote Control, Replacement for 321 Series II III and GS Series II III Home Entertainment Syste",5623409000000252589,[OLD]-01287,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,21.98,USAV1468,60115349,,,,5623409000000270562,TBU (7.74%),7.740000,1.70,ItemAmount,TBU,false,21.98,49.98,entity_level,true,0.00,0.0,0.00,0.000,,,53.86,53.86,0.01,S&H,,
2026-01-25,5623409000001262599,60066395,60066395,Overdue,false,,,,,Goodwill of Western New York,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Companion 2 Series II Multimedia Speaker System,5623409000000102334,[OLD]-04898,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,18.00,USAV1443,60066395,,,,5623409000000301091,TBU (8.16%),8.160000,1.47,ItemAmount,TBU,false,18.00,95.00,entity_level,true,0.00,0.0,0.00,0.000,,,141.00,141.00,38.25,S&H,,
2026-01-25,5623409000001262599,60066395,60066395,Overdue,false,,,,,Goodwill of Western New York,5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose Solo 5 TV Soundbar Sound System, Black",5623409000000236703,[OLD]-00836-1,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,40.00,USAV1443,60066395,,,,5623409000000301091,TBU (8.16%),8.160000,3.26,ItemAmount,TBU,false,40.00,95.00,entity_level,true,0.00,0.0,0.00,0.000,,,141.00,141.00,38.25,S&H,,
2026-01-25,5623409000001262599,60066395,60066395,Overdue,false,,,,,Goodwill of Western New York,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Companion 20 Multimedia Speaker System,5623409000000394829,[OLD]-00954,017817551021,,0017817551021,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,37.00,USAV1443,60066395,,,,5623409000000301091,TBU (8.16%),8.160000,3.02,ItemAmount,TBU,false,37.00,95.00,entity_level,true,0.00,0.0,0.00,0.000,,,141.00,141.00,38.25,S&H,,
2026-01-25,5623409000001262698,60115361,60115361,Overdue,false,,,,,Heart of Texas Goodwill,5623409000000090078,Head Office,2026-01-25,USD,1.00,Replacement 3-2-1 series II Media center only for Bose 321 II System,5623409000000223259,[OLD]-01712,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,21.00,USAV1537,60115361,,,,5623409000000218484,TBU,7.900000,1.66,ItemAmount,TBU,false,21.00,51.00,entity_level,true,0.00,0.0,0.00,0.000,,,71.40,71.40,16.37,S&H,,
2026-01-25,5623409000001262698,60115361,60115361,Overdue,false,,,,,Heart of Texas Goodwill,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose 321 or CineMate GS Gemstone Speakers - Pair,5623409000000223219,[OLD]-00080,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,18.00,USAV1537,60115361,,,,5623409000000218484,TBU,7.900000,1.42,ItemAmount,TBU,false,18.00,51.00,entity_level,true,0.00,0.0,0.00,0.000,,,71.40,71.40,16.37,S&H,,
2026-01-25,5623409000001262698,60115361,60115361,Overdue,false,,,,,Heart of Texas Goodwill,5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose Remote Control, Replacement for 321 Series II III and GS Series II III Home Entertainment Syste",5623409000000252589,[OLD]-01287,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,12.00,USAV1537,60115361,,,,5623409000000218484,TBU,7.900000,0.95,ItemAmount,TBU,false,12.00,51.00,entity_level,true,0.00,0.0,0.00,0.000,,,71.40,71.40,16.37,S&H,,
2026-01-25,5623409000001262834,60109176,60109176,1,false,,,,,"Goodwill Industries - Big Bend, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Wave Music System (Graphite Gray) (Discontinued by Manufacturer),5623409000000144678,[OLD]-00784,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,100.00,USAV1444,60109176,,,,5623409000001257527,TBU (7.884%),7.884000,7.88,ItemAmount,TBU,false,100.00,172.00,entity_level,true,0.00,0.0,0.00,0.000,,,211.27,211.27,25.71,S&H,,
2026-01-25,5623409000001262834,60109176,60109176,1,false,,,,,"Goodwill Industries - Big Bend, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose Wave Multi-CD Changer, Graphite Gray",5623409000000234888,[OLD]-04727,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,60.00,USAV1444,60109176,,,,5623409000001257527,TBU (7.884%),7.884000,4.73,ItemAmount,TBU,false,60.00,172.00,entity_level,true,0.00,0.0,0.00,0.000,,,211.27,211.27,25.71,S&H,,
2026-01-25,5623409000001262834,60109176,60109176,1,false,,,,,"Goodwill Industries - Big Bend, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,Genuine Bose Remote Control AWRCC1 for Bose Wave Music System AWRCC1 AWRCC2,5623409000000226143,[OLD]-00029,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,0.00,USAV1444,60109176,,,,,,,,,,false,0.00,172.00,entity_level,true,0.00,0.0,0.00,0.000,,,211.27,211.27,25.71,S&H,,
2026-01-25,5623409000001262834,60109176,60109176,1,false,,,,,"Goodwill Industries - Big Bend, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose 3-2-1 or Cinemate Home Theater Satellite Speakers Graphite 321 (pair),5623409000000223246,[OLD]-00081,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,12.00,USAV1444,60109176,,,,5623409000000259182,TBU (7.88%),7.880000,0.95,ItemAmount,TBU,false,12.00,172.00,entity_level,true,0.00,0.0,0.00,0.000,,,211.27,211.27,25.71,S&H,,
2026-01-25,5623409000001262871,60090209,60090209,Overdue,false,,,,,Goodwill Industries of Southwestern Michigan,5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose TV Speaker - Soundbar for TV with Bluetooth and HDMI-ARC Connectivity, Black",5623409000000270469,[OLD]-00799-1,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,33.00,USAV1542,60090209,,,,5623409000000357632,TBU (8.45%),8.450000,2.79,ItemAmount,TBU,false,33.00,33.00,entity_level,true,0.00,0.0,0.00,0.000,,,58.88,58.88,23.09,S&H,,
2026-01-25,5623409000001262922,60090216,60090216,Overdue,false,,,,,Goodwill Industries of the Southern Piedmont,5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose CineMate Series II Digital Home Theater Speaker System- Subwoofer only,5623409000000235943,[OLD]-01618,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,9.99,USAV1595,60090216,,,,5623409000001254262,TBU (8.51%),8.510000,0.85,ItemAmount,TBU,false,9.99,9.99,entity_level,true,0.00,0.0,0.00,0.000,,,40.77,40.77,29.93,S&H,,
2026-01-25,5623409000001262973,60090266,60090266,Overdue,false,,,,,Goodwill of Greater Washington D.C. -VA,5623409000000090078,Head Office,2026-01-25,USD,1.00,"Bose Soundbar 500, TV Speakers with Alexa Voice Control Built-in, Black",5623409000000103291,[OLD]-00868,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,86.00,USAV1567,60090266,,,,5623409000000306872,TBU (8.21%),8.210000,7.06,ItemAmount,TBU,false,86.00,86.00,entity_level,true,0.00,0.0,0.00,0.000,,,138.49,138.49,45.43,S&H,,
2026-01-25,5623409000001264038,60115030,60115030,Overdue,false,,,,,"Goodwill Industries of Middle Tennessee, Inc.",5623409000000090078,Head Office,2026-01-25,USD,1.00,Bose Wave Music System II - Platinum White,5623409000000144125,[OLD]-00092,,,,,,Inventory Asset,,1.00,,5623409000000090078,Head Office,124.00,USAV1530,60115030,,,,5623409000001264010,TBU (7.935%),7.935000,9.84,ItemAmount,TBU,false,124.00,124.00,entity_level,true,0.00,0.0,0.00,0.000,,,150.62,150.62,16.78,S&H,,
2026-01-22,5623409000001264285,16-14123-48882,16-14123-48882,Overdue,false,,,,,huvo_6516,5623409000000090078,Head Office,2026-01-22,USD,1.00,Bose Direct/Reflecting Series II speaker (single),5623409000000277622,[OLD]-01269,,,,,,Inventory Asset,,4.00,pcs,5623409000000090078,Head Office,65.00,USAV1353,16-14123-48882,,,,,,,,,,false,260.00,350.00,entity_level,true,0.00,0.0,0.00,0.000,,,367.67,367.67,17.67,S&H,,
2026-01-22,5623409000001264285,16-14123-48882,16-14123-48882,Overdue,false,,,,,huvo_6516,5623409000000090078,Head Office,2026-01-22,USD,1.00,Bose Direct/Reflecting Series II Center Speaker,5623409000000277609,[OLD]-01971,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,90.00,USAV1353,16-14123-48882,,,,,,,,,,false,90.00,350.00,entity_level,true,0.00,0.0,0.00,0.000,,,367.67,367.67,17.67,S&H,,
2026-01-26,5623409000001264409,15-14145-01027,15-14145-01027,Overdue,false,,,,,sste-te-mwl0lb,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,74.99,USAV1486,15-14145-01027,,,,,,,,,,false,74.99,74.99,entity_level,true,0.00,0.0,0.00,0.000,,,74.99,74.99,0.00,S&H,,
2026-01-26,5623409000001264476,25-14130-94673,25-14130-94673,Overdue,false,,,,,phred7777jaguar,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,3.00,PAIR,5623409000000090078,Head Office,75.00,USAV1484,25-14130-94673,,,,,,,,,,false,225.00,225.00,entity_level,true,0.00,0.0,0.00,0.000,,,225.00,225.00,0.00,S&H,,
2026-01-26,5623409000001264543,05-14159-76749,05-14159-76749,Overdue,false,,,,,keycapcabin,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,69.99,USAV1480,05-14159-76749,,,,,,,,,,false,69.99,69.99,entity_level,true,0.00,0.0,0.00,0.000,,,84.99,84.99,15.00,S&H,,
2026-01-26,5623409000001264634,15-14145-90594,15-14145-90594,Overdue,false,,,,,tbz-preciousfinds,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,69.98,USAV1487,15-14145-90594,,,,,,,,,,false,69.98,69.98,entity_level,true,0.00,0.0,0.00,0.000,,,84.96,84.96,14.98,S&H,,
2026-01-26,5623409000001264703,19-14140-55252,19-14140-55252,Overdue,false,,,,,truethentic,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Music Amplifier – Speaker amp with Bluetooth & Wi-Fi connectivity - New,5623409000000263309,[OLD]-03990-N,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,564.99,USAV1477,19-14140-55252,,,,,,,,,,false,564.99,564.99,entity_level,true,0.00,0.0,0.00,0.000,,,564.99,564.99,0.00,S&H,,
2026-01-26,5623409000001264803,10-14153-69396,10-14153-69396,Overdue,false,,,,,vasikunc-0,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose® Lifestyle® V35 Home Entertainment System-Black,5623409000000217765,[OLD]-01397,,,,,,Inventory Asset,,1.00,set,5623409000000090078,Head Office,500.00,USAV1467,10-14153-69396,,,,,,,,,,false,500.00,500.00,entity_level,true,0.00,0.0,0.00,0.000,,,565.00,565.00,65.00,S&H,,
2026-01-26,5623409000001264874,10-14153-79497,10-14153-79497,Overdue,false,,,,,southernhockey101,5623409000000090078,Head Office,2026-01-26,USD,1.00,"Bose 251 Environmental Speakers, Premium Outdoor Speakers - White",5623409000000222829,[OLD]-04757,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,400.00,USAV1462,10-14153-79497,,,,,,,,,,false,400.00,400.00,entity_level,true,0.00,0.0,0.00,0.000,,,446.67,446.67,46.67,S&H,,
2026-01-26,5623409000001264874,10-14153-79497,10-14153-79497,Overdue,false,,,,,southernhockey101,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Wall Mount Bracket for White Bose 251 302A Speaker - Single,5623409000000222816,[OLD]-01754-W,,,,,,Inventory Asset,,2.00,pcs,5623409000000090078,Head Office,0.00,USAV1462,10-14153-79497,,,,,,,,,,false,0.00,400.00,entity_level,true,0.00,0.0,0.00,0.000,,,446.67,446.67,46.67,S&H,,
2026-01-26,5623409000001264953,18-14142-71649,18-14142-71649,1,false,,,,,j.us845,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,5623409000000102499,[OLD]-01103,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,73.00,USAV1489,18-14142-71649,,,,,,,,,,false,73.00,73.00,entity_level,true,0.00,0.0,0.00,0.000,,,83.94,83.94,10.94,S&H,,
2026-01-26,5623409000001266026,14-14148-73300,14-14148-73300,Overdue,false,,,,,bra_dewaa,5623409000000090078,Head Office,2026-01-26,USD,1.00,"Bose Smart Dolby Atmos Soundbar, Bluetooth Soundbar Speaker with Voice Control and Amazon Alexa Built-in, Works with Google Assistant Capabilities, Black - New",5623409000000287364,[OLD]-04889-N,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,349.00,USAV1461,14-14148-73300,,,,,,,,,,false,349.00,349.00,entity_level,true,0.00,0.0,0.00,0.000,,,349.00,349.00,0.00,S&H,,
2026-01-26,5623409000001266095,60122194,60122194,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose 161 Speaker System (Black) - Ideal for Stereo or Home Theater use,5623409000000222983,[OLD]-04902-Bk,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,56.00,USAV1441,60122194,,,,5623409000000301091,TBU (8.16%),8.160000,4.57,ItemAmount,TBU,false,56.00,56.00,entity_level,true,0.00,0.0,0.00,0.000,,,74.86,74.86,14.29,S&H,,
2026-01-26,5623409000001266095,60122194,60122194,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-26,USD,1.00,Genuine Bose Mounting bracket for Bose 151 SE or 161 Speaker - Black -Single,5623409000000278464,[OLD]-01726,,,,,,Inventory Asset,,2.00,pcs,5623409000000090078,Head Office,0.00,USAV1441,60122194,,,,,,,,,,false,0.00,56.00,entity_level,true,0.00,0.0,0.00,0.000,,,74.86,74.86,14.29,S&H,,
2026-01-26,5623409000001266158,60122458,60122458,Overdue,false,,,,,Evergreen Goodwill,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose 201-V Stereo Loudspeakers (Pair) - Black,5623409000000102356,[OLD]-01257,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,47.00,USAV1458,60122458,,,,5623409000000718540,TBU (8.23%),8.230000,3.87,ItemAmount,TBU,false,47.00,47.00,entity_level,true,0.00,0.0,0.00,0.000,,,68.80,68.80,17.93,S&H,,
2026-01-26,5623409000001266209,60123312,60123312,Overdue,false,,,,,"Goodwill Industries - Big Bend, Inc.",5623409000000090078,Head Office,2026-01-26,USD,1.00,Replacement Bose Control Console for Bose Lifestyle V25 V35 135,5623409000000223305,[OLD]-01130,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,51.00,USAV1475,60123312,,,,5623409000001225009,TBU (8.20%),8.200000,4.18,ItemAmount,TBU,false,51.00,51.00,entity_level,true,0.00,0.0,0.00,0.000,,,71.30,71.30,16.12,S&H,,
2026-01-26,5623409000001266260,60122583,60122583,Overdue,false,,,,,Goodwill Industries of NE Texas,5623409000000090078,Head Office,2026-01-26,USD,1.00,"Bose 151 SE Environmental Speakers, Elegant Outdoor Speakers - White",5623409000000102455,[OLD]-00999-W,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,49.99,USAV1545,60122583,,,,5623409000001225009,TBU (8.20%),8.200000,4.10,ItemAmount,TBU,false,49.99,49.99,entity_level,true,0.00,0.0,0.00,0.000,,,69.14,69.14,15.05,S&H,,
2026-01-26,5623409000001266311,60122659,60122659,Overdue,false,,,,,"Goodwill Industries of San Joaquin Valley, Inc.",5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose SoundDock Portable 30-Pin iPod/iPhone Speaker Dock,5623409000000102378,[OLD]-00113,,,,,,Inventory Asset,,1.00,pcs,5623409000000090078,Head Office,17.55,USAV1521,60122659,,,,5623409000001264135,TBU (8.66%),8.660000,1.52,ItemAmount,TBU,false,17.55,17.55,entity_level,true,0.00,0.0,0.00,0.000,,,30.78,30.78,11.71,S&H,,
2026-01-26,5623409000001266365,60123598,60123598,Overdue,false,,,,,Goodwill of Greater Washington D.C. -VA,5623409000000090078,Head Office,2026-01-26,USD,1.00,Bose 201-V Stereo Loudspeakers (Pair) - Black,5623409000000102356,[OLD]-01257,,,,,,Inventory Asset,,1.00,PAIR,5623409000000090078,Head Office,31.00,USAV1601,60123598,,,,5623409000000218206,TBU,9.000000,2.79,ItemAmount,TBU,false,31.00,31.00,entity_level,true,0.00,0.0,0.00,0.000,,,69.16,69.16,35.37,S&H,,
