po_number,po_date,po_source,vendor_name,po_zoho_id,db_po_total,zoho_po_total,shipping_amount,tax_amount,handling_amount,total_charges,bill_count,bill_id,bill_number,bill_status,bill_subtotal,bill_adjustment,bill_adjustment_desc,bill_total,total_diff,classification,notes
22-13968-24384,2025-12-16,UNKNOWN,gusgr593,5623409000000917380,101.60,101.60,0.00,0.00,0.00,0.00,1,5623409000000917402,22-13968-24384,overdue,80.00,21.60,S&H,101.60,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=21.60"
19-13972-01947,2025-12-16,UNKNOWN,shopstg,5623409000000917307,49.78,49.78,0.00,0.00,0.00,0.00,1,5623409000000917329,19-13972-01947,overdue,39.49,10.29,S&H,49.78,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=10.29"
13-13980-58240,2025-12-16,UNKNOWN,ho-332807,5623409000000917234,82.82,82.82,0.00,0.00,0.00,0.00,1,5623409000000917256,13-13980-58240,overdue,65.00,17.82,S&H,82.82,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.82"
06-13989-00080,2025-12-16,UNKNOWN,goodwillsocalshop,5623409000000903706,166.50,166.50,0.00,0.00,0.00,0.00,1,5623409000000903728,06-13989-00080,overdue,158.50,8.00,S&H,166.50,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.00"
26-13960-36138,2025-12-16,UNKNOWN,valrya9,5623409000000903626,160.00,160.00,0.00,0.00,0.00,0.00,1,5623409000000903648,26-13960-36138,overdue,145.00,15.00,S&H,160.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.00"
22-13965-72215,2025-12-16,UNKNOWN,niro_119060,5623409000000903427,139.95,139.95,0.00,0.00,0.00,0.00,1,5623409000000903449,22-13965-72215,overdue,110.00,29.95,S&H,139.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.95"
14-13976-91560,2025-12-16,UNKNOWN,beebomber24,5623409000000903198,74.99,74.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
07-13986-76236,2025-12-16,UNKNOWN,kevinable,5623409000000903111,391.00,391.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-13976-19602,2025-12-16,UNKNOWN,dbeau450,5623409000000903012,560.00,560.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
21-13965-33660,2025-12-16,UNKNOWN,dbeau450,5623409000000875569,444.05,444.05,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-13962-88682,2025-12-16,UNKNOWN,greensale99,5623409000000875496,437.76,437.76,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13968-47674,2025-12-16,UNKNOWN,greensale99,5623409000000875421,468.40,468.40,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
06-13986-69614,2025-12-16,UNKNOWN,maxxin,5623409000000875317,200.00,200.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59279896,2025-12-15,UNKNOWN,Goodwill Industries of the Inland Northwest,5623409000000869866,43.41,43.41,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59279311,2025-12-15,UNKNOWN,Goodwill Industries of the Inland Northwest,5623409000000869841,65.51,65.51,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59278971,2025-12-15,UNKNOWN,"Goodwill Industries of SW Florida, Inc.",5623409000000869825,97.49,97.49,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59278842,2025-12-15,UNKNOWN,Goodwill Industries of North Florida,5623409000000869803,87.30,87.30,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
111-7261127-0434656,2025-12-15,UNKNOWN,OGORI Inc.,5623409000000869748,140.60,140.60,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13967-92679,2025-12-15,UNKNOWN,sir.randomfinds,5623409000000869662,100.93,100.93,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
12-13977-36069,2025-12-15,UNKNOWN,quiltedbeth,5623409000000869577,202.82,202.82,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
15-13972-66027,2025-12-15,UNKNOWN,coditrans08,5623409000000869506,57.00,57.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
08-13982-40419,2025-12-15,UNKNOWN,superpackage,5623409000000869451,79.00,79.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13986-97621,2025-12-15,UNKNOWN,brade-3994,5623409000000869321,40.13,40.13,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13986-94056,2025-12-15,UNKNOWN,redbmw328i,5623409000000869191,120.00,120.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
20-13965-18191,2025-12-15,UNKNOWN,sellerquality,5623409000000869109,87.37,87.37,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
18-13968-07631,2025-12-15,UNKNOWN,adara_7330,5623409000000869010,143.20,143.20,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13966-63951,2025-12-15,UNKNOWN,arbaj_45,5623409000000736937,73.93,73.93,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
01-13992-23610,2025-12-15,UNKNOWN,10duce,5623409000000736878,94.98,94.98,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-13975-08721,2025-12-15,UNKNOWN,kypow-9818,5623409000000736791,390.62,390.62,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13966-16037,2025-12-15,UNKNOWN,thriftonic,5623409000000736723,131.49,131.49,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
25-13957-70434,2025-12-15,UNKNOWN,arbaj_45,5623409000000736636,148.44,148.44,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
08-13981-17379,2025-12-15,UNKNOWN,skedaddle_and_scootch,5623409000000736563,422.83,422.83,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-13960-38670,2025-12-15,UNKNOWN,greensale99,5623409000000736490,131.30,131.30,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
24-13973-60530,2025-12-15,UNKNOWN,greensale99,5623409000000736423,126.95,126.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
24-13973-37891,2025-12-15,UNKNOWN,gdme-69,5623409000000736330,530.86,530.86,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-13959-93228,2025-12-15,UNKNOWN,zh_550856,5623409000000736189,366.09,366.09,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
m78406056252,2025-12-14,UNKNOWN,MERCARI,5623409000000819380,350.62,350.62,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13983-28352,2025-12-15,UNKNOWN,csone1333,5623409000000819275,104.93,104.93,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59261042,2025-12-14,UNKNOWN,"Goodwill Industries of SW Florida, Inc.",5623409000000819177,105.27,105.27,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59260926,2025-12-14,UNKNOWN,"Goodwill Industries of SW Florida, Inc.",5623409000000819140,109.85,109.85,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59260856,2025-12-14,UNKNOWN,Goodwill Industries of the Inland Northwest,5623409000000819126,35.19,35.19,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59260767,2025-12-14,UNKNOWN,Goodwill of Greater Washington D.C. -VA,5623409000000819112,48.58,48.58,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59298769,2025-12-14,UNKNOWN,Goodwill of Orange County,5623409000000819090,242.68,242.68,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
03-13984-32029,2025-12-14,UNKNOWN,statestpicker,5623409000000727662,60.70,60.70,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
09-13975-83468,2025-12-14,UNKNOWN,arbaj_45,5623409000000727571,148.44,148.44,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
06-13980-33384,2025-12-14,UNKNOWN,venabi,5623409000000727496,59.99,59.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
20-13960-48849,2025-12-14,UNKNOWN,treasure*spot,5623409000000727433,46.52,46.52,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13981-80850,2025-12-14,UNKNOWN,autoextras2003,5623409000000727340,393.79,393.79,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
15-13967-15367,2025-12-14,UNKNOWN,sweetheartstealz,5623409000000727257,157.24,157.24,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
22-13957-36794,2025-12-14,UNKNOWN,77minnow,5623409000000727168,99.00,99.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
LCPU-LINHAI-121225,2025-12-12,UNKNOWN,LINH AI-BAY,5623409000000796161,700.00,700.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
24547436,2025-12-12,UNKNOWN,Reverb,5623409000000796068,350.57,350.57,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-13971-08092,2025-12-14,UNKNOWN,appleriverbnb,5623409000000730949,375.00,375.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
09-13973-75547,2025-12-14,UNKNOWN,greensale99,5623409000000730843,433.25,433.25,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
24-13967-47094,2025-12-14,UNKNOWN,northbaydiscoveries,5623409000000730756,393.54,393.54,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13959-79572,2025-12-14,UNKNOWN,dmw-buy-sell-trade,5623409000000730668,149.95,149.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-13954-18921,2025-12-14,UNKNOWN,so.cal.resale,5623409000000730591,261.43,261.43,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59247619,2025-12-14,UNKNOWN,Goodwill Industries of San Antonio,5623409000000730525,165.44,165.44,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
18-13958-40623,2025-12-14,UNKNOWN,tlehhema503,5623409000000730426,532.48,532.48,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
18-13958-34246,2025-12-14,UNKNOWN,itascabill,5623409000000730351,500.00,500.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13976-80443,2025-12-14,UNKNOWN,augure_71,5623409000000730258,389.05,389.05,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-13967-13838,2025-12-13,UNKNOWN,sancis_2psoz1lm,5623409000000730153,480.15,480.15,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
m31717350133,2025-12-13,UNKNOWN,MERCARI,5623409000000742269,123.98,123.98,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
04-13976-75094,2025-12-13,UNKNOWN,bisquitman,5623409000000742190,364.00,364.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13955-76879,2025-12-13,UNKNOWN,ryflo_12,5623409000000742113,354.30,354.30,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230936,2025-12-13,UNKNOWN,Goodwill of North Central Wisconsin,5623409000000718568,126.00,126.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230826,2025-12-13,UNKNOWN,Goodwill of Greater Washington D.C. -VA,5623409000000718548,292.71,292.71,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230818,2025-12-13,UNKNOWN,Goodwill Keystone Area - Harrisburg,5623409000000718221,30.90,30.90,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230806,2025-12-13,UNKNOWN,Goodwill Industries of Southern Arizona,5623409000000718189,144.84,144.84,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230798,2025-12-13,UNKNOWN,"Goodwill Industries of San Joaquin Valley, Inc.",5623409000000718175,39.03,39.03,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59230786,2025-12-13,UNKNOWN,"Goodwill Industries of Middle Tennessee, Inc.",5623409000000718153,40.18,40.18,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59222709,2025-12-12,UNKNOWN,"Goodwill Industries of Northwest North Carolina, Inc.",5623409000000718062,77.71,77.71,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59225392,2025-12-12,UNKNOWN,"Goodwill Industries of Delaware & Delaware County, Inc.",5623409000000711964,126.83,126.83,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
22-13949-65799,2025-12-12,UNKNOWN,ajwarrior0621,5623409000000711684,232.65,232.65,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
04-13974-09980,2025-12-12,UNKNOWN,alltheway_99,5623409000000711479,391.97,391.97,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-13959-96409,2025-12-12,UNKNOWN,speechlessyeti,5623409000000711404,229.99,229.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-13976-95190,2025-12-12,UNKNOWN,dbeau450,5623409000000711315,400.00,400.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
01-13978-55060,2025-12-12,UNKNOWN,gdbarks,5623409000000711218,585.00,585.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-13976-37225,2025-12-12,UNKNOWN,j-wgoods,5623409000000711085,539.99,539.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
21-13949-28610,2025-12-12,UNKNOWN,powersalestrading,5623409000000706880,149.99,149.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
04-13973-30121,2025-12-12,UNKNOWN,xtra_clean,5623409000000706805,180.00,180.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
03-13974-75033,2025-12-12,UNKNOWN,theheartside,5623409000000706728,171.98,171.98,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-13976-44003,2025-12-12,UNKNOWN,fernlu_620,5623409000000706637,161.25,161.25,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
17-13954-97544,2025-12-12,UNKNOWN,santacruzwantznneedz,5623409000000706542,179.99,179.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
03-13974-61111,2025-12-12,UNKNOWN,kayumari,5623409000000706441,64.40,64.40,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-13959-19603,2025-12-12,UNKNOWN,yesia9,5623409000000706354,83.60,83.60,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
12-13962-12501,2025-12-12,UNKNOWN,jose_ard,5623409000000706291,404.05,404.05,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
18-13953-61504,2025-12-12,UNKNOWN,santabarbarabarbara,5623409000000706216,64.88,64.88,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13952-21338,2025-12-12,UNKNOWN,adl2usa,5623409000000706135,159.99,159.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-13941-12351,2025-12-12,UNKNOWN,loveelectronics-7,5623409000000706046,170.00,170.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
16-13956-35499,2025-12-12,UNKNOWN,lennox7,5623409000000679971,118.99,118.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
15-13957-67967,2025-12-12,UNKNOWN,imback-2434,5623409000000679896,56.33,56.33,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-13976-17215,2025-12-12,UNKNOWN,atgseller,5623409000000679813,51.91,51.91,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
16-13955-98327,2025-12-12,UNKNOWN,randomstuff-44,5623409000000679722,397.27,397.27,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
113-0063405-5955448,2025-12-12,UNKNOWN,QuickCams (We Take Action Against Return Scams!),5623409000000679633,499.80,499.80,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
113-0971788-4094605,2025-12-12,UNKNOWN,JM3308,5623409000000679544,509.96,509.96,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
113-5738944-3655458,2025-12-12,UNKNOWN,anyaUSAles PREOWNED&NEWtech,5623409000000679455,498.00,498.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
112-5896846-8468235,2025-12-12,UNKNOWN,Sunrise2030,5623409000000683629,495.00,495.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
112-9877250-8669808,2025-12-12,UNKNOWN,SELLC38,5623409000000683540,489.50,489.50,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13951-72996,2025-12-12,UNKNOWN,24montecarlo24,5623409000000683451,119.95,119.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
26-13941-78641,2025-12-12,UNKNOWN,earlybird.2012,5623409000000683362,119.95,119.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-13962-75846,2025-12-12,UNKNOWN,snoopydoodle123,5623409000000683285,409.76,409.76,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
27-13940-55194,2025-12-12,UNKNOWN,djjoy1201,5623409000000683194,404.00,404.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13951-62822,2025-12-12,UNKNOWN,kikem2020,5623409000000683119,390.00,390.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
08-13966-70220,2025-12-12,UNKNOWN,funandfunny20,5623409000000683030,154.99,154.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
16-13955-70936,2025-12-12,UNKNOWN,briesmom14,5623409000000673941,100.00,100.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13971-57741,2025-12-12,UNKNOWN,black_knight_satellite,5623409000000673854,110.00,110.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
02-13975-54243,2025-12-12,UNKNOWN,candengue16,5623409000000673749,154.90,154.90,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
50681-26056-59,2025-12-12,UNKNOWN,Buya,5623409000000673660,299.00,299.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
23-13945-92377,2025-12-12,UNKNOWN,reserveresale,5623409000000673563,392.62,392.62,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
24-13959-12643,2025-12-12,UNKNOWN,athermoid,5623409000000673472,155.43,155.43,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
26-13941-54853,2025-12-12,UNKNOWN,greensale99,5623409000000673368,527.76,527.76,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-13962-49105,2025-12-12,UNKNOWN,greensale99,5623409000000673291,1223.28,1223.28,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
19-13951-37920,2025-12-12,UNKNOWN,palpal_japan,5623409000000673202,388.99,388.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
11-13962-20074,2025-12-12,UNKNOWN,adamxgregg,5623409000000673127,350.00,350.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
18-13949-41819,2025-12-11,UNKNOWN,lousjewelrypawn610,5623409000000589862,349.95,349.95,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
05-13969-55605,2025-12-11,UNKNOWN,vintage_sole,5623409000000589778,470.45,470.45,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-13958-07166,2025-12-11,UNKNOWN,premiernv,5623409000000589717,350.00,350.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
14-13956-46539,2025-12-11,UNKNOWN,techguyrick97,5623409000000589642,719.99,719.99,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
13-13958-05771,2025-12-11,UNKNOWN,1328yahoo,5623409000000589530,375.00,375.00,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
59208160,2025-12-11,UNKNOWN,Ohio Valley Goodwill Industries,5623409000000589330,29.23,29.23,0.00,0.00,0.00,0.00,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
